首创光和城物业租售中心 精装修三房出售  住家环境好,沙坪坝,140,15028 元/m²,0,0
光和城租售中心 大三房两卫 随时可看！,沙坪坝,150,15056 元/m²,0,0
首创光和城物业直营，大两房120万,沙坪坝,120,13953 元/m²,0,0
标准大两房，客厅卧室出阳台，万科品质物业,渝北,150,18990 元/m²,0,0
万科品质楼盘，门口公园 高层看湖 视野开阔,渝北,147,20156 元/m²,0,1
北滨路 寰宇天下天悦四房638万,江北,638,36250 元/m²,0,1
万科御澜道 高层精装房户型朝向好 看小区 环境优美#舒适安逸,江北,420,26752 元/m²,0,0
此房看公园，正朝南，视野好，采光好,渝北,152,19236 元/m²,0,0
俊豪城西区洋房端戶，全实木家具，豪华家装房，正三室二厅二卫,璧山,158,14234 元/m²,0,0
湿地公园电梯房，家装正三室二厅二卫,璧山,78.8,7802 元/m²,0,0
照母山万科精装三房,渝北,176,17886 元/m²,0,0
万科悦峰一二期精装两房,渝北,166,21943 元/m²,0,0
万科悦峰精装两房,渝北,116,15223 元/m²,0,0
爱琴海商圈   精装三房   拎包入住   出行方便,渝北,180,18226 元/m²,0,0
首付25万大坪龙湖商圈万科品质楼盘精装大2房急售,渝中,145,20083 元/m²,0,0
大坪之巅万科锦程少有一房看中庭随时可看,渝中,115,19436 元/m²,0,0
大坪万科锦程两房龙湖相邻轨道一号线大坪品质小区精装两室,渝中,145,20139 元/m²,0,0
首付30万购天街系融创茂体系洋房,沙坪坝,150,11905 元/m²,0,0
首创光和城租售中心  大两房出售  精装修,沙坪坝,125,15543 元/m²,0,0
首创光和城物业直营，大两房125万,沙坪坝,125,13735 元/m²,0,0
房子朝向楼层好，采光很棒。住家装修近轻轨,沙坪坝,125,16366 元/m²,0,0
金隅万科朝南1居室采光好,,,,0,0
首创光和城租售中心 清水两室出售，中间楼层，价格实惠,沙坪坝,130,16667 元/m²,0,0
房子朝向楼层好，采光很棒。住家装修近轻轨,沙坪坝,130,16675 元/m²,0,0
首创光和城租售中心 两室出售带露台 价格实惠,沙坪坝,139,17832 元/m²,0,0
首创清水正三房，近轻轨，朝南朝中庭，安静宜居！,沙坪坝,140,14008 元/m²,0,0
光和城租售中心 小三房   交通发达 出行方便,沙坪坝,145,15751 元/m²,0,0
首创光和城物业租售中心  三房出售  150万,沙坪坝,150,14288 元/m²,0,0
万科悦峰精装四房,渝北,240,18330 元/m²,0,0
地铁站旁万科悦峰精装两房,渝北,140,17672 元/m²,0,0
就读实验   小学，秋实学府精装大三房,璧山,75,9740 元/m²,0,0
精品房源，近地铁，临名校。,南岸,120,15000 元/m²,0,0
万科精装两房，紧靠爱琴海购物公园，拎包入住,渝北,145,19888 元/m²,0,0
万科御澜道 高层精装房户型朝向好 看小区 环境优美#舒适2房,江北,245,26923 元/m²,0,0
悦峰三期精装两房,渝北,140,18421 元/m²,1,0
万科御澜道 高层户型朝向好 看小区 环境优美#舒适安逸,江北,480,21053 元/m²,0,0
悦峰三期精装两房,渝北,145,18350 元/m²,1,0
万科御澜道 精装洋房户型朝向好 环境优美#舒适安逸/拎包入住,江北,270,31395 元/m²,0,0
万科御澜道 高层精装房户型朝向好 /环境优美#舒适安静地铁站,江北,360,24490 元/m²,0,0
北滨路 北国风光 装修三房 高楼层 朝南看江 随时看房,江北,182,14331 元/m²,0,0
北滨路 珠江太阳城A区三房220万,江北,220,16620 元/m²,0,1
协信阿卡迪亚看江精装三房 业主住家装修 带车位出售.,渝中,240,18182 元/m²,0,0
轻轨鹿山站旁 配套成熟 拎包入住,渝北,162.8,15654 元/m²,0,1
融侨城花漫庭，装修三房，装修保持好，朝中庭,南岸,195,15354 元/m²,0,1
近南坪商圈品质龙湖+大四房看融侨半岛,南岸,230,13849 元/m²,0,1
照母山轻轨小三房，视野开阔，业主诚心出售,渝北,166,22133 元/m²,0,1
龙湖物业照母山单价低的大四房，挨着爱琴海后期有轻轨,渝北,204,16199 元/m²,0,1
龙脊**代 大三房 轻轨旁 近公园 精装修,渝北,200,22185 元/m²,0,0
18街区精装三房 双轻轨 户型方正 视野开阔,渝北,200,23810 元/m²,0,1
弹子石东海星洲，跃层三房，装修保持好楼下可做卧室,南岸,128,15071 元/m²,0,1
南坪商圈康德国会山 朝中庭大两房 业主自住房 全采光,南岸,118,14791 元/m²,0,1
和记黄埔御峰二期 看房方便 安心卖,南岸,115,16234 元/m²,0,1
金隅万科朝南1居室采光好,,,,0,0
康德国会山 正规2房 户型方正 安心出售 欢迎实地看房,南岸,120,16243 元/m²,0,1
正规装修2室 装修保养新 中间楼层 视野好开阔 证在手,渝北,140,16594 元/m²,0,1
万科朗润园 精装三房 高楼层 位置安静 住家舒适,渝北,123,13200 元/m²,0,0
西南政法大学边  精装一室  带租约  户型好,渝北,35,13462 元/m²,0,0
融创紫枫郡 品质小区 近轻轨 房子是装修的,渝北,135,15652 元/m²,0,1
华侨城央企业 户型方正紧凑无浪费空间 采光视野好,渝北,185,18148 元/m²,0,1
美镇端户顶跃，全屋地暖+中 央空调 私人屋顶花园,渝北,408,17143 元/m²,0,1
轨道三亚湾，精装三房，随时拎包入住,渝北,126.5,15241 元/m²,0,1
农业园区 万科·朗润园两房95万,渝北,95,12701 元/m²,0,0
精装二房，品质小区，配套齐全，全款证在手,渝北,92,12198 元/m²,0,0
中央公园 中交中央公园悦颂三房199万,渝北,199,18863 元/m²,0,0
嘉德领馆精装三房，带车位，自住装修,渝北,206,22151 元/m²,0,1
户型方正，视野开阔，采光充足，开放式城市公园,渝北,325,22109 元/m²,0,0
香港置地 清水三室 近商圈轻轨和公园，业主诚心出售,渝北,220,22730 元/m²,0,0
四公里 骏逸蓝山两房115万,南岸,115,12366 元/m²,0,1
巴滨路上的精装高层，户型方正采光好。,巴南,147,10652 元/m²,0,1
龙洲湾精装三房，拎包入住，龙湖物业,巴南,120,14563 元/m²,0,1
观音桥2019年接房的品质小区，交通便利,江北,289,23708 元/m²,0,1
帝豪富达城 2室2厅 东南,巴南,56,8651 元/m²,0,1
照母山 万科御澜山三房215万,渝北,215,24119 元/m²,0,0
经开区 巨成龙湾一房76万,南岸,76,13252 元/m²,0,1
龙洲湾 曦园江南华都三房92万,巴南,91,7913 元/m²,0,1
八桥 朵力品道两房104.5万,大渡口,104.5,11914 元/m²,0,0
大石坝 山水家园三房136万,江北,136,13071 元/m²,0,0
东原商圈 轻轨房 精装修 业主诚心出售,江北,250,20833 元/m²,0,0
大石坝 东海岸两房95万,江北,95,13958 元/m²,1,0
环线旁近新桥医院 正规三房 精装修保养九成新带 阳台,沙坪坝,160,16851 元/m²,0,1
第三个千亿商圈，轻轨房，单价低清水四房,渝北,196.8,14909 元/m²,0,1
沙时代跃层，业主自已住家装修，带家具家电一起出售,沙坪坝,110,14404 元/m²,0,1
龙头寺 鲁能星城五街区三房277万,渝北,277,21295 元/m²,0,1
金隅万科朝南1居室采光好,,,,0,0
江北嘴 庆业*城 精装修四房 户型方正 居家安静,江北,206,14059 元/m²,0,1
带*，单价低，环境好，出行方便,九龙坡,183,13438 元/m²,0,1
石桥铺 华宇时代星都三房98万,九龙坡,98,18923 元/m²,0,1
盘龙商圈 次新小区 正规两房 拎包入住,九龙坡,110,14472 元/m²,0,1
精装小两房，门口就是公园，配套成熟，拎包入住,九龙坡,64.8,12519 元/m²,0,0
歇台子 渝州花园三房85万,渝中,85,6907 元/m²,0,1
盘龙新城商圈里的精装两房业主诚售,九龙坡,61,8243 元/m²,0,1
位于新九龙步行街，公交站出行方便，户型方正,九龙坡,82,10377 元/m²,0,1
杨家坪 恒大绿洲四房208万,九龙坡,210,13376 元/m²,0,1
石坪桥 阳光心殿一房59万,九龙坡,59,12292 元/m²,0,1
满两年，该房屋户型方正，采光好，交通便利。,九龙坡,111.5,11606 元/m²,0,0
精装两房，拎包入住，看房方便！！！,九龙坡,85,13043 元/m²,0,1
业主诚心出售，价格合理，出主方便,九龙坡,97,10430 元/m²,0,1
