大渡口  0  佳兆业滨江新城江城时光  3室1厅  99平米  0  南  中楼层(共32层)  0  0  0人关注  4天前发布  130万  13132元/平米  佳兆业滨江新城江城时光，3室1厅，南  
大渡口  0  东海阿特豪斯  3室2厅  119平米  0  东  中楼层(共32层)  2012年建  0  0人关注  4天前发布  195万  16387元/平米  巴国城精装三房，装修精美，自带品质家具家电，价可谈  
大渡口  0  中交丽景  3室2厅  82平米  0  东北  高楼层(共34层)  2010年建  0  0人关注  5天前发布  130万  15854元/平米  精装三房拎包入住，适合刚结婚的小夫妻  
渝北  0  莱蒙香榭  4室1厅  135平米  0  南北  低楼层(共10层)  2017年建  0  2人关注  今天发布  190万  14075元/平米  融创品质，纯洋房小区，板式结构，居家安静  
渝北  0  中央香寓  1室0厅  40.45平米  0  西南  低楼层(共24层)  2008年建  0  0人关注  今天发布  64万  15823元/平米  中央香寓，1室0厅，西南  
渝北  0  龙脊时代广场  2室2厅  47平米  0  南  低楼层(共25层)  0  0  1人关注  今天发布  54万  11490元/平米  龙脊时代广场，2室2厅，南  
渝北  0  香堤花径  2室1厅  70.93平米  0  南  高楼层(共18层)  2012年建  0  0人关注  今天发布  92万  12971元/平米  精装两房，，汽博商圈，，出行方便  
渝北  0  中国摩  3室2厅  84.16平米  0  南  中楼层(共26层)  0  0  0人关注  2天前发布  112万  13308元/平米  此小区是新小区，环境好，户型方正采光好，交通便捷  
南岸  0  和记黄埔御峰  3室2厅  121平米  0  北南  高楼层(共30层)  2015年建  0  0人关注  今天发布  185万  15290元/平米  御峰一期大三房，带入户花园，采光好，视野开阔，看房方便  
南岸  0  融创伊顿濠庭  3室1厅  85平米  0  东南  高楼层(共24层)  2014年建  0  0人关注  今天发布  130万  15295元/平米  融创伊顿濠庭，3室1厅，东南  
南岸  0  明发江南景苑  3室1厅  71平米  0  东南  高楼层(共32层)  2010年建  0  0人关注  2天前发布  112万  15775元/平米  明发江南景苑，3室1厅，东南  
南岸  0  阳光100国际新城  3室1厅  103.94平米  0  南  高楼层(共34层)  2007年建  0  0人关注  2天前发布  162万  15586元/平米  阳光100国际新城，3室1厅，南  
九龙坡  0  恒景天苑  2室1厅  69.06平米  0  东  中楼层(共18层)  0  0  0人关注  今天发布  68万  9847元/平米  恒景天苑，2室1厅，东  
九龙坡  0  金汇园  3室2厅  134.5平米  0  东南  低楼层(共14层)  0  0  0人关注  今天发布  135万  10038元/平米  杨家坪金汇园住家三房出售，，出行便捷  
北碚  0  龙湖紫云台湖山著  4室1厅  149.36平米  0  南  高楼层(共8层)  2018年建  0  0人关注  今天发布  185万  12387元/平米  龙湖紫云台湖山著，4室1厅，南  
渝中  0  和平路社区  1室1厅  48平米  0  东  高楼层(共35层)  2005年建  0  0人关注  4天前发布  98万  20417元/平米  精装修+高楼层+看房方便+业主诚心卖  
渝中  0  重庆天地雍江御庭  2室2厅  103.61平米  0  西北  低楼层(共36层)  2014年建  0  1人关注  4天前发布  225万  21717元/平米  重庆天地雍江御庭精装两房，居家舒适安静  
渝中  0  戴家巷  2室1厅  65平米  0  西南  中楼层(共18层)  1986年建  0  0人关注  4天前发布  78万  12000元/平米  戴家巷，2室1厅，西南  
渝中  0  雅地天际  1室0厅  46.86平米  0  东南  中楼层(共30层)  1993年建  0  0人关注  4天前发布  80万  17073元/平米  雅地天际，1室0厅，东南  
渝中  0  渝中花园  2室1厅  78.66平米  0  南  高楼层(共11层)  2001年建  0  2人关注  4天前发布  66万  8391元/平米  渝中花园楼梯上5楼正规三房，户型方正采光好，诚售  
江北  0  保利江上明珠锦园  3室1厅  92.82平米  0  南东南  低楼层(共21层)  2015年建  0  1人关注  今天发布  165万  17777元/平米  保利江上明珠锦园，3室1厅，南，东南  
江北  0  新华协信中心  2室1厅  66.93平米  0  西南  中楼层(共32层)  2010年建  0  0人关注  今天发布  110万  16436元/平米  协信精装两房，观音桥品质住宅，看房方便  
江北  0  恒大御龙天峰  3室1厅  134.37平米  0  东南  高楼层(共54层)  2018年建  0  0人关注  2天前发布  310万  23071元/平米  北滨路恒大品质楼盘，近观音桥商圈，近轻轨  
江北  0  庆业九寨印象  3室1厅  105.69平米  0  北东北  中楼层(共34层)  2013年建  0  2人关注  2天前发布  185万  17505元/平米  精装大三房，近轻轨，公园，业主诚心出售  
江北  0  中海紫御江山熙岸  2室1厅  86.45平米  0  西南  低楼层(共31层)  2017年建  0  0人关注  2天前发布  230万  26605元/平米  紫御江山朝西南看中庭，带生活阳台户型采光好半面积多  
沙坪坝  0  葛洲坝微客公馆  2室1厅  54平米  0  东南  低楼层(共16层)  2015年建  0  0人关注  今天发布  74.5万  13797元/平米  住家装修，带露台，朝小区中庭位置安静  
沙坪坝  0  东方剑桥  2室1厅  79平米  0  东  中楼层(共27层)  2010年建  0  1人关注  2天前发布  86万  10887元/平米  大学城精装两房，诚信出售。。。  
沙坪坝  0  中渝春华秋实一期  3室1厅  110平米  0  西南  高楼层(共26层)  2013年建  0  0人关注  2天前发布  153万  13910元/平米  中渝春华秋实一期，3室1厅，西南  
沙坪坝  0  羲城蓝湾  2室1厅  95.99平米  0  南  中楼层(共31层)  2012年建  0  0人关注  2天前发布  96万  10002元/平米  适合居住型，品质小区，配套成熟  
大渡口  0  金都会  1室1厅  60平米  0  东南  高楼层(共29层)  2004年建  0  1人关注  5天前发布  68万  11334元/平米  出行便利，购物方便，背后就是大渡口公园。  
大渡口  0  佳兆业滨江新城江城时光  3室2厅  96平米  0  东  中楼层(共32层)  0  0  0人关注  5天前发布  125万  13021元/平米  户型方正，三房双卫，朝中庭住家安静，佳兆业的品质小区  
大渡口  0  西城佳园  2室1厅  85.96平米  0  西南西北  中楼层(共30层)  2017年建  0  0人关注  5天前发布  80万  9307元/平米  户型方正，价格实惠，交通便利，采光充足  
大渡口  0  朵力迎宾大道  3室1厅  133平米  0  南  高楼层(共7层)  2016年建  0  1人关注  5天前发布  243万  18271元/平米  次新小区，洋房，四房双卫带40-50大露台  
大渡口  0  渝高幸福九里  2室1厅  61平米  0  南  低楼层(共33层)  2016年建  0  2人关注  6天前发布  87万  14263元/平米  渝高幸福九里，2室1厅，南  
渝北  0  伟清泊客  2室1厅  68.79平米  0  南  低楼层(共32层)  2011年建  0  0人关注  2天前发布  110万  15991元/平米  伟清泊客正规两房，中间楼层，视野采光好  
渝北  0  华宇上院  3室2厅  71.61平米  0  东南  中楼层(共33层)  2015年建  0  0人关注  2天前发布  155万  21646元/平米  华宇上院，3室2厅，东南  
渝北  0  鲁能星城圆上  3室2厅  105.44平米  0  南  中楼层(共22层)  2012年建  0  4人关注  2天前发布  189万  17925元/平米  精装三房，，，，近公园，，，配套齐全  
渝北  0  金地豪苑  2室1厅  70平米  0  南  高楼层(共33层)  0  0  0人关注  2天前发布  91万  13000元/平米  门口就是民安大道环线轻轨站，正规两房，，户型方正  
渝北  0  公园大道·菁澜一组团  3室1厅  96.8平米  0  南  高楼层(共30层)  2017年建  0  0人关注  2天前发布  230万  23761元/平米  香港置地公园大道菁澜一组团清水三房出售  
南岸  0  国际社区官邸三组团  2室1厅  82.53平米  0  东南  高楼层(共33层)  2009年建  0  0人关注  2天前发布  148万  17933元/平米  官邸三组团，高楼层采光好，，出门公交站，轻轨近  
南岸  0  云满庭B区  2室1厅  81.52平米  0  西南  高楼层(共30层)  2006年建  0  1人关注  2天前发布  118万  14475元/平米  云满庭B区，2室1厅，西南  
南岸  0  万达广场铭邸  2室1厅  85.05平米  0  南  中楼层(共33层)  2009年建  0  1人关注  2天前发布  133万  15638元/平米  南坪万达广场铭邸正规大两房业主诚心出售  
南岸  0  芸峰天梭派  1室1厅  59.29平米  0  西北  中楼层(共33层)  2011年建  0  1人关注  2天前发布  85万  14337元/平米  双轻轨精装修一室一厅无抵押产权清晰  
九龙坡  0  巴国龙庭  1室1厅  61.65平米  0  北  高楼层(共32层)  2015年建  0  0人关注  今天发布  80万  12977元/平米  巴国龙庭，1室1厅，北  
九龙坡  0  上城奥悦  2室1厅  75.82平米  0  东南  中楼层(共23层)  2015年建  0  0人关注  今天发布  109万  14377元/平米  上城奥悦，2室1厅，东南  
九龙坡  0  望京有人醉  3室1厅  80.08平米  0  南  高楼层(共34层)  2015年建  0  0人关注  2天前发布  110万  13737元/平米  龙新城旁、位置好、配套成熟、业主诚心出售此房  
九龙坡  0  恒大雅苑  3室1厅  110平米  0  东南  低楼层(共24层)  2015年建  0  0人关注  2天前发布  132万  12000元/平米  轻轨房+精装修+拎包入住+诚心卖  
北碚  0  锦馨苑  2室1厅  76平米  0  东南  中楼层(共32层)  0  0  0人关注  2天前发布  85万  11185元/平米  锦馨苑，2室1厅，东南  
北碚  0  中昂星汇  3室1厅  85平米  0  南  中楼层(共17层)  2016年建  0  0人关注  3天前发布  170万  20000元/平米  中昂星汇，3室1厅，南  
北碚  0  锦馨苑  2室1厅  66.25平米  0  西  高楼层(共32层)  0  0  0人关注  3天前发布  81万  12227元/平米  蔡家，锦馨苑正规两房，满二年，看房方便，带车位诚心出售  
北碚  0  天府丽正丽新花园  2室1厅  90平米  0  东南  高楼层(共13层)  2007年建  0  1人关注  3天前发布  63万  7000元/平米  天府丽正丽新花园，2室1厅，东南  
北碚  0  金华花园  3室1厅  107平米  0  东南  低楼层(共8层)  2005年建  0  0人关注  3天前发布  98万  9159元/平米  金华花园，3室1厅，东南  
渝中  0  戴家巷  2室1厅  65平米  0  东东南  中楼层(共18层)  0  0  2人关注  4天前发布  80万  12308元/平米  正规两房，正看江，户型很正，楼下就是洪崖洞666  
渝中  0  春语江山  3室2厅  101.73平米  0  南北  高楼层(共18层)  2015年建  0  2人关注  4天前发布  168万  16515元/平米  此房南北通透，看江视野好，住家装修，15年接的房，  
渝中  0  鹰冠社区  2室1厅  104.29平米  0  南  高楼层(共28层)  1999年建  0  0人关注  4天前发布  96万  9206元/平米  鹰冠社区，2室1厅，南  
渝中  0  红星亭坡社区  1室1厅  45.91平米  0  南  中楼层(共10层)  2001年建  0  0人关注  4天前发布  40万  8713元/平米  红星亭坡社区，1室1厅，南  
江北  0  东原D7二期  2室2厅  81.22平米  0  西北  高楼层(共42层)  2012年建  0  0人关注  2天前发布  156万  19208元/平米  江北大石坝，东原D7二期，小区门口地铁5号线  
江北  0  瑞同优米  3室1厅  77平米  0  东  高楼层(共34层)  2017年建  0  2人关注  2天前发布  128万  16624元/平米  瑞同优米，3室1厅，东  
江北  0  东原D8公馆  1室0厅  33.83平米  0  南  低楼层(共32层)  2015年建  0  0人关注  2天前发布  53万  15667元/平米  东原D8公馆，1室0厅，南  
江北  0  北国风光  3室2厅  119.58平米  0  南  中楼层(共28层)  2008年建  0  0人关注  2天前发布  175万  14635元/平米  北滨路，错层装修三房，朝南朝中庭看江，采光充足，视野好  
江北  0  天园  2室1厅  72.81平米  0  东  中楼层(共32层)  0  0  0人关注  3天前发布  109万  14971元/平米  此房证在手，业主诚心卖.满两年，北滨路一线江景房，  
沙坪坝  0  重庆融创万达文化旅游城御林  2室1厅  67平米  0  南  低楼层(共33层)  2018年建  0  1人关注  2天前发布  80.5万  12015元/平米  重庆融创万达文化旅游城御林，2室1厅，南  
沙坪坝  0  金科廊桥水乡D区  2室1厅  75.69平米  0  南  高楼层(共18层)  2011年建  0  0人关注  2天前发布  105万  13873元/平米  金科廊桥水乡D区，2室1厅，南  
沙坪坝  0  隆鑫花漾汇  2室1厅  84平米  0  南  低楼层(共11层)  0  0  0人关注  2天前发布  115万  13691元/平米  隆鑫花漾汇，2室1厅，南  
沙坪坝  0  金科•天宸三街区  3室1厅  82.71平米  0  南  低楼层(共26层)  2015年建  0  0人关注  2天前发布  155万  18741元/平米  金科优质自住房，交通方便，诚意出售。  
沙坪坝  0  东方剑桥  2室1厅  74.63平米  0  南  高楼层(共28层)  2010年建  0  1人关注  2天前发布  81万  10854元/平米  东方剑桥，2室1厅，南  
大渡口  0  顺祥壹街区  3室1厅  88.34平米  0  南  低楼层(共30层)  2007年建  0  0人关注  6天前发布  130万  14716元/平米  万象汇旁，正规三房，朝中庭，随时可看  
大渡口  0  绿地城二期  3室1厅  102.45平米  0  南  中楼层(共22层)  2017年建  0  0人关注  6天前发布  120万  11714元/平米  绿地城二期，3室1厅，南  
大渡口  0  顺祥壹街区B区  1室1厅  50平米  0  东南  高楼层(共30层)  2011年建  0  0人关注  6天前发布  70万  14000元/平米  顺祥壹街区B区，1室1厅，东南  
大渡口  0  融创春晖十里  3室2厅  94平米  0  东南  中楼层(共34层)  2018年建  0  1人关注  6天前发布  115万  12235元/平米  融创品质小区，户型方正，视野开阔采光好，住家安静  
大渡口  0  中交丽景香漫岭  4室2厅  115.2平米  0  西北  中楼层(共27层)  2012年建  0  0人关注  6天前发布  165万  14323元/平米  精装四房，不临街，大平层视野开阔，采光、楼层好。  
渝北  0  约克郡北区  3室1厅  98.64平米  0  南北  中楼层(共17层)  0  0  0人关注  2天前发布  260万  26359元/平米  约克郡北区品质高层，环境优雅，交通方便  
渝北  0  中国摩  3室1厅  91.32平米  0  南  低楼层(共33层)  0  0  0人关注  2天前发布  150万  16426元/平米  中国摩，3室1厅，南  
渝北  0  美利山公园城市  3室2厅  104.4平米  0  东南  低楼层(共33层)  0  0  1人关注  2天前发布  176万  16859元/平米  品质小区，精装大三房，交通便利诚心出售，看房方便。  
渝北  0  恒大山水城  1室1厅  51平米  0  西北  低楼层(共32层)  2017年建  0  0人关注  2天前发布  95万  18628元/平米  恒大精装一房+总价低+拎包入住  
渝北  0  金科公园王府  1室1厅  44.81平米  0  西北  中楼层(共32层)  2013年建  0  1人关注  2天前发布  107万  23879元/平米  金科公园王府，1室1厅，西北  
南岸  0  和记黄埔御峰  1室0厅  38.64平米  0  东  低楼层(共19层)  2018年建  0  3人关注  2天前发布  56万  14493元/平米  和记黄埔御峰，1室0厅，东  
南岸  0  国际社区官邸三组团  2室1厅  83平米  0  南东  高楼层(共33层)  2012年建  0  0人关注  2天前发布  150万  18073元/平米  国际社区官邸三组团，2室1厅，南，东  
南岸  0  亚太商谷  1室1厅  47.26平米  0  南东南  低楼层(共27层)  2008年建  0  0人关注  2天前发布  55万  11638元/平米  亚太商谷，装修保持整洁，近轻轨  
南岸  0  融创依云郡  3室2厅  75平米  0  东  中楼层(共28层)  2015年建  0  0人关注  2天前发布  120万  16000元/平米  大中庭花园，宜居宜住，业主精装，，拎包入住  
南岸  0  中国核建紫金一品  2室1厅  78平米  0  南东南  高楼层(共33层)  2017年建  0  0人关注  3天前发布  152万  19488元/平米  轻轨旁清水大两房，，动静分离格局好，朝南视野无遮挡  
九龙坡  0  西城景秀  2室1厅  58.88平米  0  东  低楼层(共18层)  2005年建  0  0人关注  2天前发布  81万  13757元/平米  西城景秀，2室1厅，东  
九龙坡  0  华宇春江花月  2室1厅  78.77平米  0  南  高楼层(共33层)  2008年建  0  0人关注  2天前发布  125万  15869元/平米  华宇春江花月，2室1厅，南  
九龙坡  0  斌鑫西城绿锦榕尚居  3室2厅  104.41平米  0  北  中楼层(共18层)  2014年建  0  0人关注  2天前发布  113万  10823元/平米  斌鑫西城绿锦榕尚居，3室2厅，北  
九龙坡  0  西城尚景  2室1厅  65平米  0  东南  中楼层(共28层)  2009年建  0  1人关注  2天前发布  72万  11077元/平米  西城尚景，2室1厅，东南  
九龙坡  0  景瑞西联社  1室0厅  34.83平米  0  南  高楼层(共32层)  2017年建  0  1人关注  2天前发布  66万  18950元/平米  轻轨房、商圈房，娃儿DS方便。出行购物便捷  
北碚  0  旭辉朗悦郡  2室1厅  58.71平米  0  南  中楼层(共12层)  2013年建  0  2人关注  4天前发布  88万  14989元/平米  低密度清水洋房，近轻轨，近商圈，诚心出售  
北碚  0  保亿丽景紫园  3室1厅  212.41平米  0  南西南  低楼层(共8层)  2019年建  0  0人关注  4天前发布  190万  8945元/平米  保亿丽景紫园，3室1厅，南，西南  
北碚  0  龙湖小庭大院  3室1厅  97.5平米  0  东南  中楼层(共11层)  0  0  1人关注  4天前发布  155万  15898元/平米  龙湖小庭大院精装三房，拎包入住，环境优美，户型方正  
北碚  0  中庚城C组团  3室2厅  112.5平米  0  东南  高楼层(共26层)  2015年建  0  0人关注  4天前发布  160万  14223元/平米  蔡家轻轨中庚城清水三房带2个车位  
渝中  0  奥园康城A区  3室2厅  107平米  0  东  中楼层(共33层)  2009年建  0  0人关注  5天前发布  150万  14019元/平米  正规三房，朝中庭，安静，诚心卖。  
渝中  0  双钢路1号  3室2厅  151.12平米  0  西  中楼层(共24层)  2004年建  0  1人关注  5天前发布  350万  23161元/平米  双钢路1号，3室2厅，西  
渝中  0  雍江艺庭  2室2厅  113.54平米  0  南  高楼层(共28层)  2010年建  0  5人关注  5天前发布  218万  19201元/平米  重庆天地雍江艺庭坐北朝南两室两厅出售  
渝中  0  双钢路1号  1室0厅  22.55平米  0  东东南  中楼层(共10层)  0  0  0人关注  5天前发布  80万  35477元/平米  双钢路1号，1室0厅，东，东南  
渝中  0  大唐诺亚  1室0厅  39.82平米  0  东东南  高楼层(共33层)  2014年建  0  0人关注  5天前发布  68万  17077元/平米  大唐诺亚小户型，无增值税，业主诚心出售，价格可谈，  
江北  0  新鸥鹏教育城二期  2室1厅  64.47平米  0  西  低楼层(共33层)  2018年建  0  0人关注  3天前发布  190万  29472元/平米  新鸥鹏二期清水两房业主诚心出售  
江北  0  金色年华  3室1厅  105平米  0  南  低楼层(共18层)  2012年建  0  0人关注  3天前发布  138万  13143元/平米  金色年华，3室1厅，南  
江北  0  大川滨水城  3室2厅  139平米  0  南  高楼层(共18层)  0  0  1人关注  3天前发布  265万  19065元/平米  次新小区，一线江景，正看磁器口，点都没有用遮挡  
沙坪坝  0  富力城时光里  1室1厅  63.76平米  0  南  中楼层(共32层)  2013年建  0  1人关注  2天前发布  80万  12548元/平米  富力城时光里，1室1厅，南  
沙坪坝  0  龙湖U城一组团  1室0厅  26.41平米  0  北  中楼层(共7层)  2013年建  0  0人关注  2天前发布  33万  12496元/平米  房子是装修房，单间配套，朝向好  
沙坪坝  0  金科•天宸三街区  3室1厅  83平米  0  南  中楼层(共26层)  2016年建  0  0人关注  2天前发布  167.9万  20229元/平米  金科•天宸三街区，3室1厅，南  
沙坪坝  0  重庆融创万达文化旅游城御林  2室1厅  77平米  0  东  低楼层(共33层)  2018年建  0  0人关注  2天前发布  123万  15975元/平米  融创正规两房，清水，产权清晰诚心出售  
大渡口  0  中交万都汇  3室1厅  83.72平米  0  南  高楼层(共34层)  2013年建  0  1人关注  6天前发布  115万  13737元/平米  巴国城后门，小三房，高楼层，视野好  
大渡口  0  富士达锦绣格林  2室1厅  75平米  0  南北  高楼层(共32层)  2009年建  0  0人关注  7天前发布  92万  12267元/平米  正规三房，业主诚心，住家装修，出门就是轻轨，交通便利  
大渡口  0  蓝光御江台  2室1厅  51.14平米  0  南  中楼层(共32层)  2016年建  0  1人关注  7天前发布  82万  16035元/平米  蓝光御江台，2室1厅，南  
大渡口  0  华宇观澜华府  3室1厅  100.98平米  0  西南  中楼层(共33层)  0  0  0人关注  7天前发布  138万  13667元/平米  大渡口物业房子次新房，交通方便，轻轨在旁  
渝北  0  鲁能泰山7号十三街区  2室1厅  52.47平米  0  东  中楼层(共29层)  2018年建  0  1人关注  2天前发布  120万  22871元/平米  泰山7号小户型，朝东视野开阔。业主全款交易方便  
渝北  0  金科天湖美镇  3室2厅  148.56平米  0  西南东北  低楼层(共4层)  2005年建  0  1人关注  2天前发布  340万  22887元/平米  公园里洋房，有前后花园和有地下室，带车位  
渝北  0  中交中央公园悦颂  3室2厅  107.47平米  0  南北  高楼层(共7层)  0  0  0人关注  2天前发布  225万  20937元/平米  中交洋房满两年带车位，南北通透户型方正，绿城物业  
渝北  0  桥达蓝湾半岛  4室2厅  120.35平米  0  东  高楼层(共33层)  0  0  0人关注  2天前发布  138万  11467元/平米  轻轨房，，，，出行方便，，，，采光极好  
南岸  0  盘龙花园二期  1室1厅  49平米  0  南  低楼层(共25层)  2008年建  0  0人关注  3天前发布  78.8万  16082元/平米  盘龙花园二期，1室1厅，南  
南岸  0  名敦道南滨国际公寓  2室2厅  76.76平米  0  南  低楼层(共32层)  2013年建  0  0人关注  3天前发布  100万  13028元/平米  名敦道南滨国际公寓，2室2厅，南  
南岸  0  万科金域学府  3室1厅  70平米  0  西南  低楼层(共34层)  2018年建  0  2人关注  3天前发布  122万  17429元/平米  万科金域学府，3室1厅，西南  
南岸  0  和记黄埔珊瑚水岸一期  2室2厅  96.75平米  0  西  中楼层(共29层)  2010年建  0  4人关注  3天前发布  178万  18398元/平米  南滨路看江两居室，装修保持好，可拎包入住  
九龙坡  0  华润二十四城  3室2厅  103.27平米  0  东  中楼层(共33层)  2011年建  0  0人关注  2天前发布  270万  26146元/平米  华润二十四城，3室2厅，东  
九龙坡  0  华宇老街印象  2室2厅  80.19平米  0  南  高楼层(共27层)  2008年建  0  0人关注  2天前发布  110万  13718元/平米  华宇老街印象，2室2厅，南  
九龙坡  0  彩云小城  2室1厅  70.57平米  0  南  低楼层(共33层)  2006年建  0  0人关注  2天前发布  90万  12754元/平米  彩云小城，2室1厅，南  
九龙坡  0  北大资源燕南  2室1厅  76平米  0  东南  低楼层(共33层)  2015年建  0  0人关注  2天前发布  125万  16448元/平米  北大资源燕南，2室1厅，东南  
九龙坡  0  筑锦尚堰B区  2室1厅  75平米  0  东北  高楼层(共32层)  0  0  0人关注  2天前发布  90万  12000元/平米  此房为精装2房，全款证在手，现有家具家电  
北碚  0  银翔朗琴湾  3室1厅  117.75平米  0  东  高楼层(共7层)  0  0  0人关注  5天前发布  100万  8493元/平米  小区绿化好，环境好，离school，近  
北碚  0  景瑞御蓝湾西区  2室2厅  78.37平米  0  南  高楼层(共11层)  2014年建  0  0人关注  5天前发布  105万  13398元/平米  业主急售，此房源户型端正，拎包入住，配套齐全  
